,CID,Description
1731,2474,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide is a piperidinecarboxamide obtained by formal condensation of the carboxy group of N-butylpipecolic acid with the amino group of 2,6-dimethylaniline. It is a piperidinecarboxamide, an aromatic amide and a tertiary amino compound. It is a conjugate base of a 1-butyl-2-[(2,6-dimethylphenyl)carbamoyl]piperidinium."
1732,204104,Revaprazan is a member of isoquinolines.
1733,62089,4-methyl-octanoic acid is a medium-chain fatty acid.
1734,15719,3-Methoxyphenylacetic acid is a monocarboxylic acid.
1735,10455,"Iberin is an isothiocyanate that is 1-isothiocyanatopropane in which a hydrogen at position 3 has been replaced by a methylsulfinyl group. A glucosinolate hydrolysis product found in many members of the Brassicaceae family, it is a quorum-sensing inhibitor (QSI) of the bacterial pathogen Pseudomonas aeruginosa. It has a role as a quorum sensing inhibitor, a plant metabolite and an apoptosis inducer. It is a sulfoxide and an isothiocyanate."
1736,6503,Tris is a primary amino compound that is tert-butylamine in which one hydrogen attached to each methyl group is replaced by a hydroxy group. A compound widely used as a biological buffer substance in the pH range 7--9; pKa = 8.3 at 20 ###; pKa = 7.82 at 37 ###. It has a role as a buffer. It is a triol and a primary amino compound. It is a conjugate base of a member of Htris.
1737,54703727,4-hydroxy-2-oxo-1-pentyl-N-(2-pyridinylmethyl)-3-quinolinecarboxamide is an aromatic amide and a member of quinolines.
1738,24798687,Cystine zwitterion is an amino acid zwitterion that is the tautomer of cystine. It has a role as a human metabolite and a mouse metabolite. It is a tautomer of a cystine.
1739,595,"Cystine is a sulfur-containing amino acid obtained by the oxidation of two cysteine molecules which are then linked via a disulfide bond. It has a role as a human metabolite and a mouse metabolite. It is an organic disulfide, a sulfur-containing amino acid and a cysteine derivative. It is a tautomer of a cystine zwitterion."
1740,3198,"1-{2-(4-chlorobenzyloxy)-2-(2,4-dichlorophenyl)ethyl}imidazole is a member of the class of imidazoles that is 1-(2,4-dichlorophenyl)-2-(imidazol-1-yl)ethanol in which the hydroxyl hydrogen is replaced by a 4-chlorobenzyl group. It is an ether, a member of imidazoles, a dichlorobenzene and a member of monochlorobenzenes."
1741,3780371,2-[4-(4-methoxyphenyl)-2-thiazolyl]guanidine is a member of methoxybenzenes.
1742,11317348,"1-(2,4-difluorophenyl)-3-[4-[(6,7-dimethoxy-4-quinolinyl)oxy]-2-fluorophenyl]urea is an aromatic ether."
1743,2227970,"R24 is a member of the class of quinazolines that is quinazoline-2,4-diamine in which one of the hydrogens attached to the amino group at position 2 is replaced by a 3-chloro-4-methylphenyl group. It has been found to stimulate the immune defences of the nematode Caenorhabditis elegans, so affording protection from bacterial infection. It has a role as an immunomodulator. It is a member of quinazolines, a primary amino compound, a secondary amino compound, a substituted aniline and a member of monochlorobenzenes."
1744,11499245,"Tavaborole is a member of the class of benzoxaboroles that is 1,3-dihydro-1-hydroxy-2,1-benzoxaborole substituted at position 5 by a fluoro group. A topical antifungal agent used for the treatment of onychomycosis (fungal infection of the toenails and fingernails). It has a role as an antifungal agent, a protein synthesis inhibitor and an EC 6.1.1.4 (leucine--tRNA ligase) inhibitor. It is an organofluorine compound and a benzoxaborole."
1745,629852,"2,3-diphenyl-6-quinoxalinecarboxylic acid is a quinoxaline derivative."
1746,4602,Osalmid is an organic molecular entity.
1747,661309,2-(4-methoxyphenyl)-1-(2-methylprop-2-enyl)benzimidazole is a member of benzimidazoles.
1748,148201,Tariquidar is a member of benzamides.
1749,4799115,"1-(2,4-difluorophenyl)-3-[4-(2-pyridinyl)-2-thiazolyl]urea is a member of ureas."
1750,3468,Crystal violet cation is an iminium ion that is malachite green cation in which the hydrogen at the para- psition of the monosubstituted phenyl group is replaced by a dimethylamino group. It has a role as an antibacterial agent and an antifungal agent.
1751,1245654,N-(2-carbamoylphenyl)-4-ethyl-5-methyl-3-thiophenecarboxamide is an aromatic amide.
1752,16739265,FIPI is a member of benzimidazoles.
1753,3136707,"2-(3,4-dimethoxyphenyl)-1-[5-hydroxy-3-methyl-5-(trifluoromethyl)-4H-pyrazol-1-yl]ethanone is a dimethoxybenzene."
1754,78357814,1-[1-(1-ethylsulfonyl-4-piperidinyl)ethyl]-N-[(4-methoxy-6-methyl-2-oxo-1H-pyridin-3-yl)methyl]-2-methyl-3-indolecarboxamide is an indolecarboxamide.
1755,460,"Guaiacol is a monomethoxybenzene that consists of phenol with a methoxy substituent at the ortho position. It has a role as an expectorant, a disinfectant, a plant metabolite and an EC 1.1.1.25 (shikimate dehydrogenase) inhibitor. It is functionally related to a catechol."
1756,17755052,"Pictrelisib is a sulfonamide composed of indazole, morpholine, and methylsulfonyl-substituted piperazine rings bound to a thienopyrimidine ring. It has a role as an EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor. It is a sulfonamide, a member of piperazines, a member of morpholines, a member of indazoles and a thienopyrimidine."
1757,3239379,"3-[4-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-4-oxobutyl]-6,7-diethoxy-2-sulfanylidene-1H-quinazolin-4-one is a member of quinazolines."
1758,135398729,"Biopterin is a pterin derivative that consists of pterin bearing amino, oxo and 1,2-dihydroxypropyl substituents at positions 2, 4 and 6 respectively. The parent of the class of biopterins; the L-erythro isomer occurs widely in nature. It has a role as a metabolite and a coenzyme."
1759,14525,"Fenchone is a carbobicyclic compound that is fenchane in which the hydrogens at position 2 are replaced by an oxo group. It is a component of essential oil from fennel (Foeniculum vulgare). It has a role as a plant metabolite. It is a fenchane monoterpenoid, a cyclic terpene ketone and a carbobicyclic compound."
1760,14130,Bucetin is an organic molecular entity.
1761,24961094,"AZ505 is a benzoxazine that is 2H-1,4-benzoxazin-3(4H)-one substituted by a hydroxy group at position 5 and a 2-{[2-(cyclohexyl{N-[2-(3,4-dichlorophenyl)ethyl]-beta-alanyl}amino)ethyl]amino}ethyl group at position 8. It is a potent and selective inhibitor of SMYD2. It has a role as an EC 2.1.1.354 ([histone H3]-lysine(4) N-trimethyltransferase) inhibitor and an antineoplastic agent. It is a dichlorobenzene, a tertiary carboxamide, a secondary amino compound, a benzoxazine and an organic hydroxy compound."
1762,2968198,N-[2-(1-azepanyl)-2-oxoethyl]-N-[(4-chlorophenyl)methyl]methanesulfonamide is an organooxygen compound and an organonitrogen compound. It is functionally related to an alpha-amino acid.
1763,10748,Herniarin is a member of the class of coumarins that is coumarin substituted by a methoxy group at position 7. It has a role as a fluorochrome.
1764,2744814,"N-(3,5-Dichlorophenyl)-2-[4-(2-phenyl-1,3-thiazol-4-yl)pyrimidin-2-yl]sulfanylacetamide is an anilide. It has a role as an anticoronaviral agent."
1765,11707110,"Trametinib is a pyridopyrimidine that is used (as its dimethyl sulfoxide addition compound) for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations, and who have not received prior BRAF inhibitor treatment. It has a role as an EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor, an antineoplastic agent, an anticoronaviral agent and a geroprotector. It is a pyridopyrimidine, an organofluorine compound, an organoiodine compound, a member of acetamides, a ring assembly, a member of cyclopropanes and an aromatic amine."
1766,160723,"2,4-diamino-6,7-diisopropylpteridine is a member of the class of pteridines that is pteridine in which the hydrogens at positions 2 and 4 are replaced by amino groups, whilst those at positions 6 and 7 are replaced by isopropyl groups. It has a role as a vibriostatic agent and an antifolate. It is a member of pteridines and a primary amino compound."
1767,137276,DL-Alanyl-DL-valine is a dipeptide.
1768,73010924,"3-[[2-(3-pyridinyl)-6-(1,2,4,5-tetrahydro-3-benzazepin-3-yl)-4-pyrimidinyl]amino]propanoic acid is an organonitrogen heterocyclic compound."
1769,4227170,"3-methyl-3,4-dihydro-1h-1,4-benzodiazepine-2,5-dione is a benzodiazepine."
1770,21363,Cyclohexylacetic acid is a monocarboxylic acid consisting of cyclohexane carrying a carboxymethyl substituent. It is functionally related to an acetic acid.
1771,11345983,2-[[2-(4-methoxyanilino)-4-pyrimidinyl]amino]ethanol is a substituted aniline and a member of methoxybenzenes.
1772,660739,"3-[cyclopropylmethyl(propyl)amino]-N-(3,5-dimethoxyphenyl)propanamide is an organonitrogen compound and an organooxygen compound. It is functionally related to a beta-amino acid."
1773,2914913,"4,5-dimethoxy-2-[(1-oxo-2-phenoxypropyl)amino]benzoic acid is an amidobenzoic acid."
1774,2375,"N-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide is a member of the class of (trifluoromethyl)benzenes that is 4-amino-2-(trifluoromethyl)benzonitrile in which one of the amino hydrogens is substituted by a 3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanoyl group. It is a member of (trifluoromethyl)benzenes, a monocarboxylic acid amide, a member of monofluorobenzenes, a nitrile, a sulfone and a tertiary alcohol."
1775,2785758,"7-Hydroxy-3,4-dihydrocarbostyril is a member of quinolines."
1776,145659,"Sinensetin is a pentamethoxyflavone that is flavone substituted by methoxy groups at positions 5, 6, 7, 3' and 4' respectively. It has a role as a plant metabolite. It is functionally related to a flavone."
1777,5320315,Oroxylin A is a dihydroxy- and monomethoxy-flavone in which the hydroxy groups are positioned at C-5 and C-7 and the methoxy group is at C-6. It has a role as an antineoplastic agent and an EC 1.14.13.39 (nitric oxide synthase) inhibitor. It is a monomethoxyflavone and a dihydroxyflavone. It is a conjugate acid of an oroxylin A(1-).
1778,69301,"1,3,5-trimethoxybenzene is a methoxybenzene carrying methoxy groups at positions 1, 3 and 5. It has been found to be a biomarker of flavonoid consumption in humans. It has a role as a biomarker and a human xenobiotic metabolite."
1779,566329,1-azabicyclo[2.2.2]octan-3-yl-bis(3-chlorophenyl)methanol is a diarylmethane.
1780,2703,"Chelerythrine is a benzophenanthridine alkaloid isolated from the root of Zanthoxylum simulans, Chelidonium majus L., and other Papaveraceae. It has a role as an EC 2.7.11.13 (protein kinase C) inhibitor, an antibacterial agent and an antineoplastic agent. It is a benzophenanthridine alkaloid and an organic cation."
1781,7017,Biphenyl-2-ol is a member of the class of hydroxybiphenyls that is biphenyl substituted by a hydroxy group at position 2. It is generally used as a post-harvest fungicide for citrus fruits. It has a role as an environmental food contaminant and an antifungal agrochemical. It derives from a hydride of a biphenyl.
1782,10367662,"3-[({4-[4-({[1-(2-chlorophenyl)ethoxy]carbonyl}amino)-3-methyl-1,2-oxazol-5-yl]phenyl}methyl)sulfanyl]propanoic acid is a member of the class of isoxazoles that is the carbamate ester obtained by formal condensation of the carboxy group of 1-(2-chlorophenyl)ethyl hydrogen carbonate with the amino group of 3-({[4-(4-amino-3-methyl-1,2-oxazol-5-yl)phenyl]methyl}sulfanyl)propanoic acid. It is a member of isoxazoles, a carbamate ester, a member of monochlorobenzenes, an organic sulfide and a monocarboxylic acid."
1783,91610,"1-cyclohexyl-3-[4-[2-(7-methoxy-4,4-dimethyl-1,3-dioxo-2-isoquinolinyl)ethyl]phenyl]sulfonylurea is a member of isoquinolines."
1784,3499,"3-[1-[3-(dimethylamino)propyl]-5-methoxy-3-indolyl]-4-(1H-indol-3-yl)pyrrole-2,5-dione is a member of indoles and a member of maleimides."
1785,8987,Diethyldithiocarbamic acid is a member of the class of dithiocarbamic acids that is diethylcarbamic acid in which both of the oxygens are replaced by sulfur. It has a role as a chelator and a copper chelator. It is a conjugate acid of a diethyldithiocarbamate.
1786,2937108,"1-[2-[[4,6-bis(1-piperidinyl)-1,3,5-triazin-2-yl]oxy]ethyl]-3-phenylurea is a member of ureas."
1787,2265,"Azathioprine is a thiopurine that is 6-mercaptopurine in which the mercapto hydrogen is replaced by a 1-methyl-4-nitroimidazol-5-yl group. It is a prodrug for mercaptopurine and is used as an immunosuppressant, prescribed for the treatment of inflammatory conditions and after organ transplantation and also for treatment of Crohn's didease and MS. It has a role as an antineoplastic agent, an antimetabolite, an immunosuppressive agent, a prodrug, a carcinogenic agent, a DNA synthesis inhibitor and a hepatotoxic agent. It is a thiopurine, a C-nitro compound, a member of imidazoles and an aryl sulfide."
1788,5560,"Trichlormethiazide is a benzothiadiazine, hydrogenated at positions 2, 3 and 4 and substituted with an aminosulfonyl group at C-7, a chloro substituent at C-6 and a dichloromethyl group at C-3 and with S-1 as an S,S-dioxide. A sulfonamide antibiotic, it is used as a diuretic to treat oedema (including that associated with heart failure) and hypertension. It has a role as a diuretic and an antihypertensive agent. It is a benzothiadiazine and a sulfonamide antibiotic."
1789,16719221,"CH5126766 is a member of the class of coumarins that is 4-methyl-7-[(pyrimidin-2-yl)oxy]coumarin carrying an additional [2-[(methylaminosulfonyl)amino]-3-fluoropyridin-4-yl]methyl substituent at position 3. It has a role as an EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor and an antineoplastic agent. It is an aryloxypyrimidine, a member of coumarins, a member of pyridines, an organofluorine compound and a member of sulfamides."
1790,4086,Metaproterenol is a member of phenylethanolamines.
1791,16773791,N-(2-aminophenyl)-2-pyrazinecarboxamide is an aromatic amide.
1792,6269,Toluene-4-sulfonamide is a sulfonamide that is benzenesulfonamide bearing a methyl group at position 4.
1793,2804172,"4-(Dimethylamino)-3,5-difluorobenzamide is a tertiary amino compound and a dialkylarylamine."
1794,135445694,"Oplophorus luciferin is an imidazopyrazine that is imidazo[1,2-a]pyrazin-3(7H)-one in which positions 2, 6, and 8 are substituted by 4-hydroxybenzyl, 4-hydroxyphenyl, and benzyl groups, respectively. It has a role as a luciferin. It is a member of phenols and an imidazopyrazine. It derives from a hydride of an imidazo[1,2-a]pyrazine."
