Unnamed: 0,CID,Description,Dominant_topic,Perc_Contrib,Topic_Keywords,Text
1987,8456,3-tert-butyl-4-hydroxyanisole is an aromatic ether that is 4-methoxyphenol in which one of the hydrogens ortho- to the phenolic hydroxy group is replaced by a tert-butyl group. It has a role as an antioxidant and a human xenobiotic metabolite. It is a member of phenols and an aromatic ether.,Metabolite,0.527,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['tert', 'butyl', 'hydroxyanisol', 'aromat', 'ether', 'methoxyphenol', 'one', 'hydrogen', 'ortho', 'phenol', 'hydroxi', 'group', 'replac', 'tert', 'butyl', 'group', 'role', 'antioxid', 'human', 'xenobiot', 'metabolit', 'member', 'phenol', 'aromat', 'ether']"
1988,72344,"Nobiletin is a methoxyflavone that is flavone substituted by methoxy groups at positions 5, 6, 7, 8, 3' and 4' respectively. It has a role as a plant metabolite and an antineoplastic agent. It is functionally related to a flavone.",Metabolite,0.6457,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['nobiletin', 'methoxyflavon', 'flavon', 'substitut', 'methoxi', 'group', 'posit', 'respect', 'role', 'plant', 'metabolit', 'antineoplast', 'agent', 'function', 'relat', 'flavon']"
1989,75231,4-methoxysalicylic acid is a methoxybenzoic acid.,Metabolite,0.8647,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['methoxysalicyl', 'acid', 'methoxybenzo', 'acid']"
1990,2018,Actarit is an anilide and a member of acetamides.,No annotation,0.8316,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['actarit', 'anilid', 'member', 'acetamid']"
1991,13297,Sudan I is a monoazo compound. It has a role as a dye. It is functionally related to a 2-naphthol.,Drug,0.9048,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['sudan', 'monoazo', 'compound', 'role', 'dye', 'function', 'relat', 'naphthol']"
1992,2735620,(4-bromophenyl)thiourea is a member of thioureas. It is functionally related to a thiourea.,No annotation,0.6655,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['bromophenyl', 'thiourea', 'member', 'thiourea', 'function', 'relat', 'thiourea']"
1993,3245623,"N-(3-methoxypropyl)-2-(4-oxo-1-[1]benzopyrano[4,3-c]pyrazolyl)acetamide is a member of coumarins.",No annotation,0.9235,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'methoxypropyl', 'oxo', 'benzopyrano', 'c', 'pyrazolyl', 'acetamid', 'member', 'coumarin']"
1994,739,2-Amino-2-Deoxy-Hexose is a hexose.,No annotation,0.8616,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['amino', 'deoxi', 'hexos', 'hexos']"
1995,675503,"7-[(3,5-dimethyl-4-isoxazolyl)methoxy]-1-benzopyran-2-one is a member of coumarins.",No annotation,0.9153,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'isoxazolyl', 'methoxi', 'benzopyran', 'one', 'member', 'coumarin']"
1996,17182,Dixyrazine is a member of phenothiazines.,Drug,0.7187,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['dixyrazin', 'member', 'phenothiazin']"
1997,5310463,5-ethyl-N-[[2-(3-pyridinyl)-4-thiazolyl]methyl]-2-thiophenesulfonamide is a member of thiazoles.,No annotation,0.9252,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['ethyl', 'n', 'pyridinyl', 'thiazolyl', 'methyl', 'thiophenesulfonamid', 'member', 'thiazol']"
1998,2968,"Decamethonium is a quaternary ammonium ion that is a depolarising muscle relaxant whose structure comprises a decane-1,10-diamine core in which each amino group carries three methyl substituents. It has a role as a muscle relaxant and a nicotinic acetylcholine receptor agonist. It derives from a hydride of a decane.",Drug,0.6313,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['decamethonium', 'quaternari', 'ammonium', 'ion', 'depolaris', 'muscl', 'relax', 'whose', 'structur', 'compris', 'decan', 'diamin', 'core', 'amino', 'group', 'carri', 'three', 'methyl', 'substitu', 'role', 'muscl', 'relax', 'nicotin', 'acetylcholin', 'receptor', 'agonist', 'deriv', 'hydrid', 'decan']"
1999,2922086,N-[(5-chloro-8-hydroxy-7-quinolinyl)-(4-methoxyphenyl)methyl]acetamide is a hydroxyquinoline.,No annotation,0.9234,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'chloro', 'hydroxi', 'quinolinyl', 'methoxyphenyl', 'methyl', 'acetamid', 'hydroxyquinolin']"
2000,2181,"Anabasine is a pyridine alkaloid that is pyridine substituted by a piperidin-2-yl group at position 3. It has a role as a plant metabolite, a teratogenic agent and a nicotinic acetylcholine receptor agonist. It is a piperidine alkaloid and a pyridine alkaloid.",Drug,0.5208,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['anabasin', 'pyridin', 'alkaloid', 'pyridin', 'substitut', 'piperidin', 'yl', 'group', 'posit', 'role', 'plant', 'metabolit', 'teratogen', 'agent', 'nicotin', 'acetylcholin', 'receptor', 'agonist', 'piperidin', 'alkaloid', 'pyridin', 'alkaloid']"
2001,26618,Xipamide is a member of benzamides.,No annotation,0.7742,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['xipamid', 'member', 'benzamid']"
2002,971,"Oxalic acid is an alpha,omega-dicarboxylic acid that is ethane substituted by carboxyl groups at positions 1 and 2. It has a role as a human metabolite, a plant metabolite and an algal metabolite. It is a conjugate acid of an oxalate(1-) and an oxalate.",Metabolite,0.9659,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['oxal', 'acid', 'alpha', 'omega', 'dicarboxyl', 'acid', 'ethan', 'substitut', 'carboxyl', 'group', 'posit', 'role', 'human', 'metabolit', 'plant', 'metabolit', 'algal', 'metabolit', 'conjug', 'acid', 'oxal', 'oxal']"
2003,4765929,"[4-[(4-bromo-3,5-dimethyl-1-pyrazolyl)methyl]phenyl]-[5-hydroxy-3-methyl-5-(trifluoromethyl)-4H-pyrazol-1-yl]methanone is a member of benzoic acids.",No annotation,0.8088,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['bromo', 'dimethyl', 'pyrazolyl', 'methyl', 'phenyl', 'hydroxi', 'methyl', 'trifluoromethyl', 'h', 'pyrazol', 'yl', 'methanon', 'member', 'benzoic', 'acid']"
2004,44247471,"4-(dimethylamino)-6,10,12a-trihydroxy-6-methyl-1,3,11,12-tetraoxo-4a,5,5a,11a-tetrahydro-4H-tetracene-2-carboxamide is a member of tetracyclines.",No annotation,0.9325,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethylamino', 'trihydroxi', 'methyl', 'tetraoxo', 'tetrahydro', 'h', 'tetracen', 'carboxamid', 'member', 'tetracyclin']"
2005,12535373,"1-methyl-7-nitroisatoic anhydride is a 3,1-benzoxazin-1,4-dione having an N-methyl substituent and a nitro group at the 7-position. It is a benzoxazine and a C-nitro compound.",No annotation,0.711,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methyl', 'nitroisato', 'anhydrid', 'benzoxazin', 'dion', 'n', 'methyl', 'substitu', 'nitro', 'group', 'posit', 'benzoxazin', 'c', 'nitro', 'compound']"
2006,219993,Hex-2-ulofuranosyl hexopyranosyl-(1-&gt;6)hexopyranoside is an oligosaccharide.,Drug,0.7544,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['hex', 'ulofuranosyl', 'hexopyranosyl', 'gt', 'hexopyranosid', 'oligosaccharid']"
2007,108143,"Tamibarotene is a dicarboxylic acid monoamide resulting from the condensation of one of the carboxy groups of terephthalic acid with the amino group of 5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-amine. It has a role as an antineoplastic agent and a retinoic acid receptor alpha/beta agonist. It is a member of tetralins, a retinoid and a dicarboxylic acid monoamide. It is functionally related to a 4-carbamoylbenzoic acid and a terephthalic acid.",Metabolite,0.6965,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['tamibaroten', 'dicarboxyl', 'acid', 'monoamid', 'result', 'condens', 'one', 'carboxi', 'group', 'terephthal', 'acid', 'amino', 'group', 'tetramethyl', 'tetrahydronaphthalen', 'amin', 'role', 'antineoplast', 'agent', 'retino', 'acid', 'receptor', 'alpha', 'beta', 'agonist', 'member', 'tetralin', 'retinoid', 'dicarboxyl', 'acid', 'monoamid', 'function', 'relat', 'carbamoylbenzo', 'acid', 'terephthal', 'acid']"
2008,5720,Zaltoprofen is an organic molecular entity.,No annotation,0.8305,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['zaltoprofen', 'organ', 'molecular', 'entiti']"
2009,903,"N-acetylserotonin is an N-acylserotonin resulting from the formal condensation of the primary amino group of serotonin with the carboxy group of acetic acid. It has a role as a human metabolite, a mouse metabolite, an antioxidant and a tropomyosin-related kinase B receptor agonist. It is a member of acetamides, a member of phenols and a N-acylserotonin.",Metabolite,0.5179,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['n', 'acetylserotonin', 'n', 'acylserotonin', 'result', 'formal', 'condens', 'primari', 'amino', 'group', 'serotonin', 'carboxi', 'group', 'acet', 'acid', 'role', 'human', 'metabolit', 'mous', 'metabolit', 'antioxid', 'tropomyosin', 'relat', 'kinas', 'b', 'receptor', 'agonist', 'member', 'acetamid', 'member', 'phenol', 'n', 'acylserotonin']"
2010,9952916,Cetilistat is a benzoxazine.,No annotation,0.6665,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['cetilistat', 'benzoxazin']"
2011,4906,Prilocaine is an amino acid amide in which N-propyl-DL-alanine and 2-methylaniline have combined to form the amide bond; used as a local anaesthetic. It has a role as a local anaesthetic and an anticonvulsant. It is an amino acid amide and a monocarboxylic acid amide.,Metabolite,0.4054,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['prilocain', 'amino', 'acid', 'amid', 'n', 'propyl', 'dl', 'alanin', 'methylanilin', 'combin', 'form', 'amid', 'bond', 'use', 'local', 'anaesthet', 'role', 'local', 'anaesthet', 'anticonvuls', 'amino', 'acid', 'amid', 'monocarboxyl', 'acid', 'amid']"
2012,2832487,"N-(4-bromophenyl)-2-{4-[(4-bromophenyl)carbamoyl]phenyl}-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxamide is a member of the class of isoindoles that is 1H-isoindole-1,3(2H)-dione substituted at position 5 by a 4-bromoanilinocarbonyl group and at position 2 by a 4-[(4-bromophenyl)carbamoyl]phenyl group. It is a member of isoindoles, a member of benzamides and an organobromine compound.",No annotation,0.6942,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'bromophenyl', 'bromophenyl', 'carbamoyl', 'phenyl', 'dioxo', 'dihydro', 'h', 'isoindol', 'carboxamid', 'member', 'class', 'isoindol', 'h', 'isoindol', 'h', 'dion', 'substitut', 'posit', 'bromoanilinocarbonyl', 'group', 'posit', 'bromophenyl', 'carbamoyl', 'phenyl', 'group', 'member', 'isoindol', 'member', 'benzamid', 'organobromin', 'compound']"
2013,21855,Dimetindene is an indene.,No annotation,0.6663,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimetinden', 'inden']"
2014,65790,Tritiozine is a member of methoxybenzenes.,No annotation,0.7741,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['tritiozin', 'member', 'methoxybenzen']"
2015,4096211,NVP-231 is a member of benzothiazoles.,No annotation,0.7742,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['nvp', 'member', 'benzothiazol']"
2016,24739943,N-[4-[3-chloro-4-[(3-fluorophenyl)methoxy]anilino]-6-quinazolinyl]-2-propenamide is a member of quinazolines.,No annotation,0.9326,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'chloro', 'fluorophenyl', 'methoxi', 'anilino', 'quinazolinyl', 'propenamid', 'member', 'quinazolin']"
2017,12038,Ethyl vanillate is a methoxybenzoic acid.,Metabolite,0.6662,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['ethyl', 'vanil', 'methoxybenzo', 'acid']"
2018,752039,2-[(2-methoxyphenoxy)methyl]-1H-benzimidazole is a member of benzimidazoles.,No annotation,0.9037,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methoxyphenoxi', 'methyl', 'h', 'benzimidazol', 'member', 'benzimidazol']"
2019,60490,"Zileuton is a member of the class of 1-benzothiophenes that is 1-benzothiophene in which the hydrogen at position 2 is replaced by a 1-[carbamoyl(hydroxy)amino]ethyl group. A selective 5-lipoxygenase inhibitor, it inhibits the formation of leukotrienes LTB4, LTC4, LDT4, and LTE4. It is used for the management of chronic asthma. It has a role as an EC 1.13.11.34 (arachidonate 5-lipoxygenase) inhibitor, a non-steroidal anti-inflammatory drug, an anti-asthmatic drug, a leukotriene antagonist and a ferroptosis inhibitor. It is a member of ureas and a member of 1-benzothiophenes. It derives from a hydride of a 1-benzothiophene.",Drug,0.8268,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['zileuton', 'member', 'class', 'benzothiophen', 'benzothiophen', 'hydrogen', 'posit', 'replac', 'carbamoyl', 'hydroxi', 'amino', 'ethyl', 'group', 'select', 'lipoxygenas', 'inhibitor', 'inhibit', 'format', 'leukotrien', 'ltb', 'ltc', 'ldt', 'lte', 'use', 'manag', 'chronic', 'asthma', 'role', 'ec', 'arachidon', 'lipoxygenas', 'inhibitor', 'non', 'steroid', 'anti', 'inflammatori', 'drug', 'anti', 'asthmat', 'drug', 'leukotrien', 'antagonist', 'ferroptosi', 'inhibitor', 'member', 'urea', 'member', 'benzothiophen', 'deriv', 'hydrid', 'benzothiophen']"
2020,7202911,"N-(4-bromo-1,3-benzothiazol-2-yl)-2,3-dihydro-1,4-benzodioxin-6-carboxamide is a benzodioxine.",No annotation,0.9256,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'bromo', 'benzothiazol', 'yl', 'dihydro', 'benzodioxin', 'carboxamid', 'benzodioxin']"
2021,1183,"Vanillin is a member of the class of benzaldehydes carrying methoxy and hydroxy substituents at positions 3 and 4 respectively. It has a role as a plant metabolite, an anti-inflammatory agent, a flavouring agent, an antioxidant and an anticonvulsant. It is a member of phenols, a monomethoxybenzene and a member of benzaldehydes.",Drug,0.5239,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['vanillin', 'member', 'class', 'benzaldehyd', 'carri', 'methoxi', 'hydroxi', 'substitu', 'posit', 'respect', 'role', 'plant', 'metabolit', 'anti', 'inflammatori', 'agent', 'flavour', 'agent', 'antioxid', 'anticonvuls', 'member', 'phenol', 'monomethoxybenzen', 'member', 'benzaldehyd']"
2022,19371515,"Alcaftadine is an imidazobenzazepine that is 6,11-dihydro-5H-imidazo[2,1-b][3]benzazepine substituted at position 3 by a formyl group and at position 11 by a 1-methylpiperidin-4-ylidene group. An antihistamine used for treatment of allergic conjunctivitis. It has a role as a H1-receptor antagonist and an anti-allergic agent. It is an aldehyde, a member of piperidines, an imidazobenzazepine and a tertiary amino compound.",Drug,0.7568,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['alcaftadin', 'imidazobenzazepin', 'dihydro', 'h', 'imidazo', 'b', 'benzazepin', 'substitut', 'posit', 'formyl', 'group', 'posit', 'methylpiperidin', 'yliden', 'group', 'antihistamin', 'use', 'treatment', 'allerg', 'conjunct', 'role', 'h', 'receptor', 'antagonist', 'anti', 'allerg', 'agent', 'aldehyd', 'member', 'piperidin', 'imidazobenzazepin', 'tertiari', 'amino', 'compound']"
2023,11201705,"Acetic acid 2-[4-methyl-8-(4-morpholinylsulfonyl)-1,3-dioxo-2-pyrrolo[3,4-c]quinolinyl]ethyl ester is a pyrroloquinoline.",No annotation,0.725,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['acet', 'acid', 'methyl', 'morpholinylsulfonyl', 'dioxo', 'pyrrolo', 'c', 'quinolinyl', 'ethyl', 'ester', 'pyrroloquinolin']"
2024,135565596,"Copanlisib is an imidazoquinazoline that is 2,3-dihydroimidazo[1,2-c]quinazoline substituted by (2-aminopyrimidine-5-carbonyl)amino, methoxy, and 3-(morpholin-4-yl)propoxy groups at positions 5, 7 and 8, respectively. It is a intravenous pan-class I PI3K inhibitor used for the treatment of relapsed follicular lymphoma in patients who have received at least 2 prior systemic therapies. It has a role as an EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor, an antineoplastic agent and an apoptosis inducer. It is a member of morpholines, an aromatic ether, a diether, a tertiary amino compound, a secondary carboxamide, a pyrimidinecarboxamide, an aminopyrimidine and an imidazoquinazoline.",Drug,0.796,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['copanlisib', 'imidazoquinazolin', 'dihydroimidazo', 'c', 'quinazolin', 'substitut', 'aminopyrimidin', 'carbonyl', 'amino', 'methoxi', 'morpholin', 'yl', 'propoxi', 'group', 'posit', 'respect', 'intraven', 'pan', 'class', 'pi', 'k', 'inhibitor', 'use', 'treatment', 'relaps', 'follicular', 'lymphoma', 'patient', 'receiv', 'least', 'prior', 'system', 'therapi', 'role', 'ec', 'phosphatidylinositol', 'kinas', 'inhibitor', 'antineoplast', 'agent', 'apoptosi', 'induc', 'member', 'morpholin', 'aromat', 'ether', 'diether', 'tertiari', 'amino', 'compound', 'secondari', 'carboxamid', 'pyrimidinecarboxamid', 'aminopyrimidin', 'imidazoquinazolin']"
2025,2466,"Bufexamac is a hydroxamic acid derived from phenylacetamide in which the benzene moiety is substituted at C-4 by a butoxy group. It has anti-inflammatory, analgesic, and antipyretic properties. It has a role as a non-narcotic analgesic, a non-steroidal anti-inflammatory drug and an antipyretic. It is a hydroxamic acid and an aromatic ether.",Drug,0.8673,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['bufexamac', 'hydroxam', 'acid', 'deriv', 'phenylacetamid', 'benzen', 'moieti', 'substitut', 'c', 'butoxi', 'group', 'anti', 'inflammatori', 'analges', 'antipyret', 'properti', 'role', 'non', 'narcot', 'analges', 'non', 'steroid', 'anti', 'inflammatori', 'drug', 'antipyret', 'hydroxam', 'acid', 'aromat', 'ether']"
2026,7697,"Chlorphenesin is glycerol in which the hydrogen of one of the primary hydroxy groups is substituted by a 4-chlorophenyl group. It has antifungal and antibacterial properties, and is used for treatment of cutaneous and vaginal infections. Its 1-carbamate is used as a skeletal muscle relaxant for the treatment of painful muscle spasm. It has a role as a muscle relaxant, an antibacterial drug and an antifungal drug. It is a glycol, a member of propane-1,2-diols and a member of monochlorobenzenes.",Drug,0.9193,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['chlorphenesin', 'glycerol', 'hydrogen', 'one', 'primari', 'hydroxi', 'group', 'substitut', 'chlorophenyl', 'group', 'antifung', 'antibacteri', 'properti', 'use', 'treatment', 'cutan', 'vagin', 'infect', 'carbam', 'use', 'skelet', 'muscl', 'relax', 'treatment', 'pain', 'muscl', 'spasm', 'role', 'muscl', 'relax', 'antibacteri', 'drug', 'antifung', 'drug', 'glycol', 'member', 'propan', 'diol', 'member', 'monochlorobenzen']"
